artifact_id,artifact_path,artifact_type,artifact_family,status,source_sections,source_modules,source_decision_types,row_filter_logic,generation_rule,target_consumer,dependencies,priority,review_required,notes
MODULE_EXAM_MATERIALS_FEATURES_JSON,/spec/modules/exam_materials/features.json,json,module:exam_materials,PENDING,05 Data Schema; 06 Features; 07 Workflows; 08 Messages and API Actions; 10 Validation; 11 Screens; 13 Files; 14 Notifications; 15 Security; 18 Tests,exam_materials,section 06 rows filtered by module/workflow/entity,"entity/module/workflow mentions exam_materials, exam_material_release, exam_materials_page, material download, question_paper, omr_sheet, attendance_sheet or file_access","Module feature definitions with inputs, outputs, gates and security rules.",Codex/Claude Code,CORE_SCHEMA_JSON; MODULE_PAYMENTS_WORKFLOWS; SECURITY_BASELINE_JSON,MVP,Yes,Generated as part of exam_materials module pack.
MODULE_EXAM_MATERIALS_MESSAGES_JSON,/spec/modules/exam_materials/messages.json,json,module:exam_materials,PENDING,05 Data Schema; 06 Features; 07 Workflows; 08 Messages and API Actions; 10 Validation; 11 Screens; 13 Files; 14 Notifications; 15 Security; 18 Tests,exam_materials,section 08 rows filtered by workflow/entity,"entity/module/workflow mentions exam_materials, exam_material_release, exam_materials_page, material download, question_paper, omr_sheet, attendance_sheet or file_access","Module API/message definitions with request, response, codes, idempotency and audit.",Codex/Claude Code,CORE_SCHEMA_JSON; MODULE_PAYMENTS_WORKFLOWS; SECURITY_BASELINE_JSON,MVP,Yes,Generated as part of exam_materials module pack.
MODULE_EXAM_MATERIALS_MODULE_JSON,/spec/modules/exam_materials/module.json,json,module:exam_materials,PENDING,05 Data Schema; 06 Features; 07 Workflows; 08 Messages and API Actions; 10 Validation; 11 Screens; 13 Files; 14 Notifications; 15 Security; 18 Tests,exam_materials,module metadata rows + relevant features/workflows,"entity/module/workflow mentions exam_materials, exam_material_release, exam_materials_page, material download, question_paper, omr_sheet, attendance_sheet or file_access","Module metadata, owner, dependencies, provided capabilities and version policy.",Codex/Claude Code,CORE_SCHEMA_JSON; MODULE_PAYMENTS_WORKFLOWS; SECURITY_BASELINE_JSON,MVP,Yes,Generated as part of exam_materials module pack.
MODULE_EXAM_MATERIALS_NOTIFICATIONS_JSON,/spec/modules/exam_materials/notifications.json,json,module:exam_materials,PENDING,05 Data Schema; 06 Features; 07 Workflows; 08 Messages and API Actions; 10 Validation; 11 Screens; 13 Files; 14 Notifications; 15 Security; 18 Tests,exam_materials,section 14 rows filtered by workflow/module,"entity/module/workflow mentions exam_materials, exam_material_release, exam_materials_page, material download, question_paper, omr_sheet, attendance_sheet or file_access","Module notifications, recipients, channels and templates.",Codex/Claude Code,CORE_SCHEMA_JSON; MODULE_PAYMENTS_WORKFLOWS; SECURITY_BASELINE_JSON,MVP,Yes,Generated as part of exam_materials module pack.
MODULE_EXAM_MATERIALS_SCHEMA_JSON,/spec/modules/exam_materials/schema.json,json,module:exam_materials,PENDING,05 Data Schema; 06 Features; 07 Workflows; 08 Messages and API Actions; 10 Validation; 11 Screens; 13 Files; 14 Notifications; 15 Security; 18 Tests,exam_materials,section 05 rows filtered by entity/module,"entity/module/workflow mentions exam_materials, exam_material_release, exam_materials_page, material download, question_paper, omr_sheet, attendance_sheet or file_access","Module-specific collections, fields and relationships.",Codex/Claude Code,CORE_SCHEMA_JSON; MODULE_PAYMENTS_WORKFLOWS; SECURITY_BASELINE_JSON,MVP,Yes,Generated as part of exam_materials module pack.
MODULE_EXAM_MATERIALS_SCREENS_JSON,/spec/modules/exam_materials/screens.json,json,module:exam_materials,PENDING,05 Data Schema; 06 Features; 07 Workflows; 08 Messages and API Actions; 10 Validation; 11 Screens; 13 Files; 14 Notifications; 15 Security; 18 Tests,exam_materials,section 11 rows filtered by module/workflow/entity,"entity/module/workflow mentions exam_materials, exam_material_release, exam_materials_page, material download, question_paper, omr_sheet, attendance_sheet or file_access","Module UI routes, access scope and UX requirements.",Codex/Claude Code,CORE_SCHEMA_JSON; MODULE_PAYMENTS_WORKFLOWS; SECURITY_BASELINE_JSON,MVP,Yes,Generated as part of exam_materials module pack.
MODULE_EXAM_MATERIALS_SECURITY_JSON,/spec/modules/exam_materials/security.json,json,module:exam_materials,PENDING,05 Data Schema; 06 Features; 07 Workflows; 08 Messages and API Actions; 10 Validation; 11 Screens; 13 Files; 14 Notifications; 15 Security; 18 Tests,exam_materials,sections 15-17 rows filtered by entity/workflow/module,"entity/module/workflow mentions exam_materials, exam_material_release, exam_materials_page, material download, question_paper, omr_sheet, attendance_sheet or file_access",Module-specific security/privacy/audit controls.,Codex/Claude Code,CORE_SCHEMA_JSON; MODULE_PAYMENTS_WORKFLOWS; SECURITY_BASELINE_JSON,MVP,Yes,Generated as part of exam_materials module pack.
MODULE_EXAM_MATERIALS_TESTS_JSON,/spec/modules/exam_materials/tests.json,json,module:exam_materials,PENDING,05 Data Schema; 06 Features; 07 Workflows; 08 Messages and API Actions; 10 Validation; 11 Screens; 13 Files; 14 Notifications; 15 Security; 18 Tests,exam_materials,section 18 rows filtered by workflow/entity/module,"entity/module/workflow mentions exam_materials, exam_material_release, exam_materials_page, material download, question_paper, omr_sheet, attendance_sheet or file_access",Module tests and acceptance/security/regression checks.,Codex/Claude Code,CORE_SCHEMA_JSON; MODULE_PAYMENTS_WORKFLOWS; SECURITY_BASELINE_JSON,MVP,Yes,Generated as part of exam_materials module pack.
MODULE_EXAM_MATERIALS_VALIDATIONS_JSON,/spec/modules/exam_materials/validations.json,json,module:exam_materials,PENDING,05 Data Schema; 06 Features; 07 Workflows; 08 Messages and API Actions; 10 Validation; 11 Screens; 13 Files; 14 Notifications; 15 Security; 18 Tests,exam_materials,section 10 rows filtered by workflow/entity,"entity/module/workflow mentions exam_materials, exam_material_release, exam_materials_page, material download, question_paper, omr_sheet, attendance_sheet or file_access",Module validation rules and server-side gates.,Codex/Claude Code,CORE_SCHEMA_JSON; MODULE_PAYMENTS_WORKFLOWS; SECURITY_BASELINE_JSON,MVP,Yes,Generated as part of exam_materials module pack.
MODULE_EXAM_MATERIALS_WORKFLOWS_JSON,/spec/modules/exam_materials/workflows.json,json,module:exam_materials,PENDING,05 Data Schema; 06 Features; 07 Workflows; 08 Messages and API Actions; 10 Validation; 11 Screens; 13 Files; 14 Notifications; 15 Security; 18 Tests,exam_materials,section 07 and section 09 rows filtered by workflow/entity,"entity/module/workflow mentions exam_materials, exam_material_release, exam_materials_page, material download, question_paper, omr_sheet, attendance_sheet or file_access","Module workflow statuses, transitions, gates, reversals and controls.",Codex/Claude Code,CORE_SCHEMA_JSON; MODULE_PAYMENTS_WORKFLOWS; SECURITY_BASELINE_JSON,MVP,Yes,Generated as part of exam_materials module pack.
MODULE_EXAM_SLOTS_DOCUMENTS_JSON,/spec/modules/exam_slots/documents.json,json,module:exam_slots,PENDING,05 Data Schema; 06 Features; 07 Workflows; 08 Messages and API Actions; 09 Status; 10 Validation; 11 Screens; 18 Tests,exam_slots,section 13 rows filtered by entity/workflow/module,"entity/module/workflow mentions exam_slots, exam_slot_booking, exam_slot_selection or staff_exam_slots",Module files/documents and lifecycle rules.,Codex/Claude Code,CORE_SCHEMA_JSON; MODULE_PAYMENTS_VALIDATIONS,MVP,Yes,Generated as part of exam_slots module pack.
MODULE_EXAM_SLOTS_FEATURES_JSON,/spec/modules/exam_slots/features.json,json,module:exam_slots,PENDING,05 Data Schema; 06 Features; 07 Workflows; 08 Messages and API Actions; 09 Status; 10 Validation; 11 Screens; 18 Tests,exam_slots,section 06 rows filtered by module/workflow/entity,"entity/module/workflow mentions exam_slots, exam_slot_booking, exam_slot_selection or staff_exam_slots","Module feature definitions with inputs, outputs, gates and security rules.",Codex/Claude Code,CORE_SCHEMA_JSON; MODULE_PAYMENTS_VALIDATIONS,MVP,Yes,Generated as part of exam_slots module pack.
MODULE_EXAM_SLOTS_MESSAGES_JSON,/spec/modules/exam_slots/messages.json,json,module:exam_slots,PENDING,05 Data Schema; 06 Features; 07 Workflows; 08 Messages and API Actions; 09 Status; 10 Validation; 11 Screens; 18 Tests,exam_slots,section 08 rows filtered by workflow/entity,"entity/module/workflow mentions exam_slots, exam_slot_booking, exam_slot_selection or staff_exam_slots","Module API/message definitions with request, response, codes, idempotency and audit.",Codex/Claude Code,CORE_SCHEMA_JSON; MODULE_PAYMENTS_VALIDATIONS,MVP,Yes,Generated as part of exam_slots module pack.
MODULE_EXAM_SLOTS_MODULE_JSON,/spec/modules/exam_slots/module.json,json,module:exam_slots,PENDING,05 Data Schema; 06 Features; 07 Workflows; 08 Messages and API Actions; 09 Status; 10 Validation; 11 Screens; 18 Tests,exam_slots,module metadata rows + relevant features/workflows,"entity/module/workflow mentions exam_slots, exam_slot_booking, exam_slot_selection or staff_exam_slots","Module metadata, owner, dependencies, provided capabilities and version policy.",Codex/Claude Code,CORE_SCHEMA_JSON; MODULE_PAYMENTS_VALIDATIONS,MVP,Yes,Generated as part of exam_slots module pack.
MODULE_EXAM_SLOTS_NOTIFICATIONS_JSON,/spec/modules/exam_slots/notifications.json,json,module:exam_slots,PENDING,05 Data Schema; 06 Features; 07 Workflows; 08 Messages and API Actions; 09 Status; 10 Validation; 11 Screens; 18 Tests,exam_slots,section 14 rows filtered by workflow/module,"entity/module/workflow mentions exam_slots, exam_slot_booking, exam_slot_selection or staff_exam_slots","Module notifications, recipients, channels and templates.",Codex/Claude Code,CORE_SCHEMA_JSON; MODULE_PAYMENTS_VALIDATIONS,MVP,Yes,Generated as part of exam_slots module pack.
MODULE_EXAM_SLOTS_SCHEMA_JSON,/spec/modules/exam_slots/schema.json,json,module:exam_slots,PENDING,05 Data Schema; 06 Features; 07 Workflows; 08 Messages and API Actions; 09 Status; 10 Validation; 11 Screens; 18 Tests,exam_slots,section 05 rows filtered by entity/module,"entity/module/workflow mentions exam_slots, exam_slot_booking, exam_slot_selection or staff_exam_slots","Module-specific collections, fields and relationships.",Codex/Claude Code,CORE_SCHEMA_JSON; MODULE_PAYMENTS_VALIDATIONS,MVP,Yes,Generated as part of exam_slots module pack.
MODULE_EXAM_SLOTS_SCREENS_JSON,/spec/modules/exam_slots/screens.json,json,module:exam_slots,PENDING,05 Data Schema; 06 Features; 07 Workflows; 08 Messages and API Actions; 09 Status; 10 Validation; 11 Screens; 18 Tests,exam_slots,section 11 rows filtered by module/workflow/entity,"entity/module/workflow mentions exam_slots, exam_slot_booking, exam_slot_selection or staff_exam_slots","Module UI routes, access scope and UX requirements.",Codex/Claude Code,CORE_SCHEMA_JSON; MODULE_PAYMENTS_VALIDATIONS,MVP,Yes,Generated as part of exam_slots module pack.
MODULE_EXAM_SLOTS_SECURITY_JSON,/spec/modules/exam_slots/security.json,json,module:exam_slots,PENDING,05 Data Schema; 06 Features; 07 Workflows; 08 Messages and API Actions; 09 Status; 10 Validation; 11 Screens; 18 Tests,exam_slots,sections 15-17 rows filtered by entity/workflow/module,"entity/module/workflow mentions exam_slots, exam_slot_booking, exam_slot_selection or staff_exam_slots",Module-specific security/privacy/audit controls.,Codex/Claude Code,CORE_SCHEMA_JSON; MODULE_PAYMENTS_VALIDATIONS,MVP,Yes,Generated as part of exam_slots module pack.
MODULE_EXAM_SLOTS_TESTS_JSON,/spec/modules/exam_slots/tests.json,json,module:exam_slots,PENDING,05 Data Schema; 06 Features; 07 Workflows; 08 Messages and API Actions; 09 Status; 10 Validation; 11 Screens; 18 Tests,exam_slots,section 18 rows filtered by workflow/entity/module,"entity/module/workflow mentions exam_slots, exam_slot_booking, exam_slot_selection or staff_exam_slots",Module tests and acceptance/security/regression checks.,Codex/Claude Code,CORE_SCHEMA_JSON; MODULE_PAYMENTS_VALIDATIONS,MVP,Yes,Generated as part of exam_slots module pack.
MODULE_EXAM_SLOTS_VALIDATIONS_JSON,/spec/modules/exam_slots/validations.json,json,module:exam_slots,PENDING,05 Data Schema; 06 Features; 07 Workflows; 08 Messages and API Actions; 09 Status; 10 Validation; 11 Screens; 18 Tests,exam_slots,section 10 rows filtered by workflow/entity,"entity/module/workflow mentions exam_slots, exam_slot_booking, exam_slot_selection or staff_exam_slots",Module validation rules and server-side gates.,Codex/Claude Code,CORE_SCHEMA_JSON; MODULE_PAYMENTS_VALIDATIONS,MVP,Yes,Generated as part of exam_slots module pack.
MODULE_EXAM_SLOTS_WORKFLOWS_JSON,/spec/modules/exam_slots/workflows.json,json,module:exam_slots,PENDING,05 Data Schema; 06 Features; 07 Workflows; 08 Messages and API Actions; 09 Status; 10 Validation; 11 Screens; 18 Tests,exam_slots,section 07 and section 09 rows filtered by workflow/entity,"entity/module/workflow mentions exam_slots, exam_slot_booking, exam_slot_selection or staff_exam_slots","Module workflow statuses, transitions, gates, reversals and controls.",Codex/Claude Code,CORE_SCHEMA_JSON; MODULE_PAYMENTS_VALIDATIONS,MVP,Yes,Generated as part of exam_slots module pack.
MODULE_NOTIFICATIONS_DOCUMENTS_JSON,/spec/modules/notifications/documents.json,json,module:notifications,PENDING,12 Integrations; 14 Notifications; 15 Security; 16 Privacy; 18 Tests,notifications,section 13 rows filtered by entity/workflow/module,"section == '14 Notifications' OR module/entity/workflow mentions notifications, email_provider, Amazon SES, Listmonk",Module files/documents and lifecycle rules.,Codex/Claude Code,CORE_INTEGRATIONS_JSON; SECURITY_PRIVACY_JSON,MVP,Yes,Generated as part of notifications module pack.
MODULE_NOTIFICATIONS_FEATURES_JSON,/spec/modules/notifications/features.json,json,module:notifications,PENDING,12 Integrations; 14 Notifications; 15 Security; 16 Privacy; 18 Tests,notifications,section 06 rows filtered by module/workflow/entity,"section == '14 Notifications' OR module/entity/workflow mentions notifications, email_provider, Amazon SES, Listmonk","Module feature definitions with inputs, outputs, gates and security rules.",Codex/Claude Code,CORE_INTEGRATIONS_JSON; SECURITY_PRIVACY_JSON,MVP,Yes,Generated as part of notifications module pack.
MODULE_NOTIFICATIONS_MESSAGES_JSON,/spec/modules/notifications/messages.json,json,module:notifications,PENDING,12 Integrations; 14 Notifications; 15 Security; 16 Privacy; 18 Tests,notifications,section 08 rows filtered by workflow/entity,"section == '14 Notifications' OR module/entity/workflow mentions notifications, email_provider, Amazon SES, Listmonk","Module API/message definitions with request, response, codes, idempotency and audit.",Codex/Claude Code,CORE_INTEGRATIONS_JSON; SECURITY_PRIVACY_JSON,MVP,Yes,Generated as part of notifications module pack.
MODULE_NOTIFICATIONS_MODULE_JSON,/spec/modules/notifications/module.json,json,module:notifications,PENDING,12 Integrations; 14 Notifications; 15 Security; 16 Privacy; 18 Tests,notifications,module metadata rows + relevant features/workflows,"section == '14 Notifications' OR module/entity/workflow mentions notifications, email_provider, Amazon SES, Listmonk","Module metadata, owner, dependencies, provided capabilities and version policy.",Codex/Claude Code,CORE_INTEGRATIONS_JSON; SECURITY_PRIVACY_JSON,MVP,Yes,Generated as part of notifications module pack.
MODULE_NOTIFICATIONS_NOTIFICATIONS_JSON,/spec/modules/notifications/notifications.json,json,module:notifications,PENDING,12 Integrations; 14 Notifications; 15 Security; 16 Privacy; 18 Tests,notifications,section 14 rows filtered by workflow/module,"section == '14 Notifications' OR module/entity/workflow mentions notifications, email_provider, Amazon SES, Listmonk","Module notifications, recipients, channels and templates.",Codex/Claude Code,CORE_INTEGRATIONS_JSON; SECURITY_PRIVACY_JSON,MVP,Yes,Generated as part of notifications module pack.
MODULE_NOTIFICATIONS_SCHEMA_JSON,/spec/modules/notifications/schema.json,json,module:notifications,PENDING,12 Integrations; 14 Notifications; 15 Security; 16 Privacy; 18 Tests,notifications,section 05 rows filtered by entity/module,"section == '14 Notifications' OR module/entity/workflow mentions notifications, email_provider, Amazon SES, Listmonk","Module-specific collections, fields and relationships.",Codex/Claude Code,CORE_INTEGRATIONS_JSON; SECURITY_PRIVACY_JSON,MVP,Yes,Generated as part of notifications module pack.
MODULE_NOTIFICATIONS_SCREENS_JSON,/spec/modules/notifications/screens.json,json,module:notifications,PENDING,12 Integrations; 14 Notifications; 15 Security; 16 Privacy; 18 Tests,notifications,section 11 rows filtered by module/workflow/entity,"section == '14 Notifications' OR module/entity/workflow mentions notifications, email_provider, Amazon SES, Listmonk","Module UI routes, access scope and UX requirements.",Codex/Claude Code,CORE_INTEGRATIONS_JSON; SECURITY_PRIVACY_JSON,MVP,Yes,Generated as part of notifications module pack.
MODULE_NOTIFICATIONS_SECURITY_JSON,/spec/modules/notifications/security.json,json,module:notifications,PENDING,12 Integrations; 14 Notifications; 15 Security; 16 Privacy; 18 Tests,notifications,sections 15-17 rows filtered by entity/workflow/module,"section == '14 Notifications' OR module/entity/workflow mentions notifications, email_provider, Amazon SES, Listmonk",Module-specific security/privacy/audit controls.,Codex/Claude Code,CORE_INTEGRATIONS_JSON; SECURITY_PRIVACY_JSON,MVP,Yes,Generated as part of notifications module pack.
MODULE_NOTIFICATIONS_TESTS_JSON,/spec/modules/notifications/tests.json,json,module:notifications,PENDING,12 Integrations; 14 Notifications; 15 Security; 16 Privacy; 18 Tests,notifications,section 18 rows filtered by workflow/entity/module,"section == '14 Notifications' OR module/entity/workflow mentions notifications, email_provider, Amazon SES, Listmonk",Module tests and acceptance/security/regression checks.,Codex/Claude Code,CORE_INTEGRATIONS_JSON; SECURITY_PRIVACY_JSON,MVP,Yes,Generated as part of notifications module pack.
MODULE_NOTIFICATIONS_VALIDATIONS_JSON,/spec/modules/notifications/validations.json,json,module:notifications,PENDING,12 Integrations; 14 Notifications; 15 Security; 16 Privacy; 18 Tests,notifications,section 10 rows filtered by workflow/entity,"section == '14 Notifications' OR module/entity/workflow mentions notifications, email_provider, Amazon SES, Listmonk",Module validation rules and server-side gates.,Codex/Claude Code,CORE_INTEGRATIONS_JSON; SECURITY_PRIVACY_JSON,MVP,Yes,Generated as part of notifications module pack.
MODULE_NOTIFICATIONS_WORKFLOWS_JSON,/spec/modules/notifications/workflows.json,json,module:notifications,PENDING,12 Integrations; 14 Notifications; 15 Security; 16 Privacy; 18 Tests,notifications,section 07 and section 09 rows filtered by workflow/entity,"section == '14 Notifications' OR module/entity/workflow mentions notifications, email_provider, Amazon SES, Listmonk","Module workflow statuses, transitions, gates, reversals and controls.",Codex/Claude Code,CORE_INTEGRATIONS_JSON; SECURITY_PRIVACY_JSON,MVP,Yes,Generated as part of notifications module pack.
MODULE_OMR_IMPORTS_DOCUMENTS_JSON,/spec/modules/omr_imports/documents.json,json,module:omr_imports,PENDING,05 Data Schema; 06 Features; 07 Workflows; 08 Messages and API Actions; 10 Validation; 12 Integrations; 13 Files; 14 Notifications; 17 Audit; 18 Tests,omr_imports,section 13 rows filtered by entity/workflow/module,"entity/module/workflow mentions omr_imports, omr_result_import, evaluation_workflow, OMRChecker, omr_result_csv or staff_omr_import",Module files/documents and lifecycle rules.,Codex/Claude Code,CORE_SCHEMA_JSON; MODULE_COURIER_WORKFLOWS,MVP,Yes,Generated as part of omr_imports module pack.
MODULE_OMR_IMPORTS_FEATURES_JSON,/spec/modules/omr_imports/features.json,json,module:omr_imports,PENDING,05 Data Schema; 06 Features; 07 Workflows; 08 Messages and API Actions; 10 Validation; 12 Integrations; 13 Files; 14 Notifications; 17 Audit; 18 Tests,omr_imports,section 06 rows filtered by module/workflow/entity,"entity/module/workflow mentions omr_imports, omr_result_import, evaluation_workflow, OMRChecker, omr_result_csv or staff_omr_import","Module feature definitions with inputs, outputs, gates and security rules.",Codex/Claude Code,CORE_SCHEMA_JSON; MODULE_COURIER_WORKFLOWS,MVP,Yes,Generated as part of omr_imports module pack.
MODULE_OMR_IMPORTS_MESSAGES_JSON,/spec/modules/omr_imports/messages.json,json,module:omr_imports,PENDING,05 Data Schema; 06 Features; 07 Workflows; 08 Messages and API Actions; 10 Validation; 12 Integrations; 13 Files; 14 Notifications; 17 Audit; 18 Tests,omr_imports,section 08 rows filtered by workflow/entity,"entity/module/workflow mentions omr_imports, omr_result_import, evaluation_workflow, OMRChecker, omr_result_csv or staff_omr_import","Module API/message definitions with request, response, codes, idempotency and audit.",Codex/Claude Code,CORE_SCHEMA_JSON; MODULE_COURIER_WORKFLOWS,MVP,Yes,Generated as part of omr_imports module pack.
MODULE_OMR_IMPORTS_MODULE_JSON,/spec/modules/omr_imports/module.json,json,module:omr_imports,PENDING,05 Data Schema; 06 Features; 07 Workflows; 08 Messages and API Actions; 10 Validation; 12 Integrations; 13 Files; 14 Notifications; 17 Audit; 18 Tests,omr_imports,module metadata rows + relevant features/workflows,"entity/module/workflow mentions omr_imports, omr_result_import, evaluation_workflow, OMRChecker, omr_result_csv or staff_omr_import","Module metadata, owner, dependencies, provided capabilities and version policy.",Codex/Claude Code,CORE_SCHEMA_JSON; MODULE_COURIER_WORKFLOWS,MVP,Yes,Generated as part of omr_imports module pack.
MODULE_OMR_IMPORTS_NOTIFICATIONS_JSON,/spec/modules/omr_imports/notifications.json,json,module:omr_imports,PENDING,05 Data Schema; 06 Features; 07 Workflows; 08 Messages and API Actions; 10 Validation; 12 Integrations; 13 Files; 14 Notifications; 17 Audit; 18 Tests,omr_imports,section 14 rows filtered by workflow/module,"entity/module/workflow mentions omr_imports, omr_result_import, evaluation_workflow, OMRChecker, omr_result_csv or staff_omr_import","Module notifications, recipients, channels and templates.",Codex/Claude Code,CORE_SCHEMA_JSON; MODULE_COURIER_WORKFLOWS,MVP,Yes,Generated as part of omr_imports module pack.
MODULE_OMR_IMPORTS_SCHEMA_JSON,/spec/modules/omr_imports/schema.json,json,module:omr_imports,PENDING,05 Data Schema; 06 Features; 07 Workflows; 08 Messages and API Actions; 10 Validation; 12 Integrations; 13 Files; 14 Notifications; 17 Audit; 18 Tests,omr_imports,section 05 rows filtered by entity/module,"entity/module/workflow mentions omr_imports, omr_result_import, evaluation_workflow, OMRChecker, omr_result_csv or staff_omr_import","Module-specific collections, fields and relationships.",Codex/Claude Code,CORE_SCHEMA_JSON; MODULE_COURIER_WORKFLOWS,MVP,Yes,Generated as part of omr_imports module pack.
MODULE_OMR_IMPORTS_SCREENS_JSON,/spec/modules/omr_imports/screens.json,json,module:omr_imports,PENDING,05 Data Schema; 06 Features; 07 Workflows; 08 Messages and API Actions; 10 Validation; 12 Integrations; 13 Files; 14 Notifications; 17 Audit; 18 Tests,omr_imports,section 11 rows filtered by module/workflow/entity,"entity/module/workflow mentions omr_imports, omr_result_import, evaluation_workflow, OMRChecker, omr_result_csv or staff_omr_import","Module UI routes, access scope and UX requirements.",Codex/Claude Code,CORE_SCHEMA_JSON; MODULE_COURIER_WORKFLOWS,MVP,Yes,Generated as part of omr_imports module pack.
MODULE_OMR_IMPORTS_SECURITY_JSON,/spec/modules/omr_imports/security.json,json,module:omr_imports,PENDING,05 Data Schema; 06 Features; 07 Workflows; 08 Messages and API Actions; 10 Validation; 12 Integrations; 13 Files; 14 Notifications; 17 Audit; 18 Tests,omr_imports,sections 15-17 rows filtered by entity/workflow/module,"entity/module/workflow mentions omr_imports, omr_result_import, evaluation_workflow, OMRChecker, omr_result_csv or staff_omr_import",Module-specific security/privacy/audit controls.,Codex/Claude Code,CORE_SCHEMA_JSON; MODULE_COURIER_WORKFLOWS,MVP,Yes,Generated as part of omr_imports module pack.
MODULE_OMR_IMPORTS_TESTS_JSON,/spec/modules/omr_imports/tests.json,json,module:omr_imports,PENDING,05 Data Schema; 06 Features; 07 Workflows; 08 Messages and API Actions; 10 Validation; 12 Integrations; 13 Files; 14 Notifications; 17 Audit; 18 Tests,omr_imports,section 18 rows filtered by workflow/entity/module,"entity/module/workflow mentions omr_imports, omr_result_import, evaluation_workflow, OMRChecker, omr_result_csv or staff_omr_import",Module tests and acceptance/security/regression checks.,Codex/Claude Code,CORE_SCHEMA_JSON; MODULE_COURIER_WORKFLOWS,MVP,Yes,Generated as part of omr_imports module pack.
MODULE_OMR_IMPORTS_VALIDATIONS_JSON,/spec/modules/omr_imports/validations.json,json,module:omr_imports,PENDING,05 Data Schema; 06 Features; 07 Workflows; 08 Messages and API Actions; 10 Validation; 12 Integrations; 13 Files; 14 Notifications; 17 Audit; 18 Tests,omr_imports,section 10 rows filtered by workflow/entity,"entity/module/workflow mentions omr_imports, omr_result_import, evaluation_workflow, OMRChecker, omr_result_csv or staff_omr_import",Module validation rules and server-side gates.,Codex/Claude Code,CORE_SCHEMA_JSON; MODULE_COURIER_WORKFLOWS,MVP,Yes,Generated as part of omr_imports module pack.
MODULE_OMR_IMPORTS_WORKFLOWS_JSON,/spec/modules/omr_imports/workflows.json,json,module:omr_imports,PENDING,05 Data Schema; 06 Features; 07 Workflows; 08 Messages and API Actions; 10 Validation; 12 Integrations; 13 Files; 14 Notifications; 17 Audit; 18 Tests,omr_imports,section 07 and section 09 rows filtered by workflow/entity,"entity/module/workflow mentions omr_imports, omr_result_import, evaluation_workflow, OMRChecker, omr_result_csv or staff_omr_import","Module workflow statuses, transitions, gates, reversals and controls.",Codex/Claude Code,CORE_SCHEMA_JSON; MODULE_COURIER_WORKFLOWS,MVP,Yes,Generated as part of omr_imports module pack.
MODULE_PAYMENTS_DOCUMENTS_JSON,/spec/modules/payments/documents.json,json,module:payments,PENDING,03 Roles and Permissions; 05 Data Schema; 06 Features; 07 Workflows; 08 Messages and API Actions; 09 Status; 10 Validation; 12 Integrations; 14 Notifications; 15 Security; 17 Audit; 18 Tests; 20 Deployment,payments,section 13 rows filtered by entity/workflow/module,"entity/module/workflow mentions payments, payment_workflow, fee_commission_calculation, payment_link_creation, payment_webhook, manual_payment_confirmation, Razorpay or reconciliation",Module files/documents and lifecycle rules.,Codex/Claude Code,CORE_SCHEMA_JSON; CORE_INTEGRATIONS_JSON; SECURITY_SECRETS_POLICY_JSON,MVP,Yes,Generated as part of payments module pack.
MODULE_PAYMENTS_FEATURES_JSON,/spec/modules/payments/features.json,json,module:payments,PENDING,03 Roles and Permissions; 05 Data Schema; 06 Features; 07 Workflows; 08 Messages and API Actions; 09 Status; 10 Validation; 12 Integrations; 14 Notifications; 15 Security; 17 Audit; 18 Tests; 20 Deployment,payments,section 06 rows filtered by module/workflow/entity,"entity/module/workflow mentions payments, payment_workflow, fee_commission_calculation, payment_link_creation, payment_webhook, manual_payment_confirmation, Razorpay or reconciliation","Module feature definitions with inputs, outputs, gates and security rules.",Codex/Claude Code,CORE_SCHEMA_JSON; CORE_INTEGRATIONS_JSON; SECURITY_SECRETS_POLICY_JSON,MVP,Yes,Generated as part of payments module pack.
MODULE_PAYMENTS_MESSAGES_JSON,/spec/modules/payments/messages.json,json,module:payments,PENDING,03 Roles and Permissions; 05 Data Schema; 06 Features; 07 Workflows; 08 Messages and API Actions; 09 Status; 10 Validation; 12 Integrations; 14 Notifications; 15 Security; 17 Audit; 18 Tests; 20 Deployment,payments,section 08 rows filtered by workflow/entity,"entity/module/workflow mentions payments, payment_workflow, fee_commission_calculation, payment_link_creation, payment_webhook, manual_payment_confirmation, Razorpay or reconciliation","Module API/message definitions with request, response, codes, idempotency and audit.",Codex/Claude Code,CORE_SCHEMA_JSON; CORE_INTEGRATIONS_JSON; SECURITY_SECRETS_POLICY_JSON,MVP,Yes,Generated as part of payments module pack.
MODULE_PAYMENTS_MODULE_JSON,/spec/modules/payments/module.json,json,module:payments,PENDING,03 Roles and Permissions; 05 Data Schema; 06 Features; 07 Workflows; 08 Messages and API Actions; 09 Status; 10 Validation; 12 Integrations; 14 Notifications; 15 Security; 17 Audit; 18 Tests; 20 Deployment,payments,module metadata rows + relevant features/workflows,"entity/module/workflow mentions payments, payment_workflow, fee_commission_calculation, payment_link_creation, payment_webhook, manual_payment_confirmation, Razorpay or reconciliation","Module metadata, owner, dependencies, provided capabilities and version policy.",Codex/Claude Code,CORE_SCHEMA_JSON; CORE_INTEGRATIONS_JSON; SECURITY_SECRETS_POLICY_JSON,MVP,Yes,Generated as part of payments module pack.
