section,module,question_id,question,answer,decision_type,priority,actor,entity,workflow,status,security_level,build_instruction,test_instruction,review_required
07 Workflows,student_registration,07.016,What transition is allowed in workflow 'Student Registration'?,finalise:validation_passed->count_finalised,workflow_transition,MVP,school_coordinator,,student_registration,,restricted,Implement transition finalise:validation_passed->count_finalised with permission and validation checks.,Test transition finalise:validation_passed->count_finalised allowed/blocked correctly.,Yes
07 Workflows,student_registration,07.017,What control rule applies to workflow 'Student Registration'?,Finalisation locks count and blocks unaudited edits.,workflow_control,MVP,school_coordinator,,student_registration,,restricted,Enforce workflow control rule: Finalisation locks count and blocks unaudited edits.,Control rule negative test passes.,Yes
07 Workflows,payment_workflow,07.018,What starts workflow 'Payment Workflow'?,count_finalised,workflow,MVP,finance_staff/system,,payment_workflow,count_finalised,internal,Define workflow payment_workflow start trigger.,Workflow start test creates correct initial status.,Yes
07 Workflows,payment_workflow,07.019,What statuses exist in workflow 'Payment Workflow'?,"draft, link_created, pending, paid, manually_confirmed, failed, expired, reversed, reconciled",workflow_statuses,MVP,finance_staff/system,,payment_workflow,,internal,Create status enum/list for payment_workflow.,Validate only allowed statuses can be set.,Yes
07 Workflows,payment_workflow,07.020,What is the success status for workflow 'Payment Workflow'?,paid/reconciled,workflow_success,MVP,finance_staff/system,,payment_workflow,paid/reconciled,internal,Mark paid/reconciled as success/final where applicable for payment_workflow.,Happy path reaches success status.,Yes
07 Workflows,payment_workflow,07.021,What is the failure/exception status for workflow 'Payment Workflow'?,failed/reversed,workflow_failure,MVP,finance_staff/system,,payment_workflow,failed/reversed,internal,Handle failed/reversed failure state for payment_workflow.,Negative path reaches failure/exception status.,Yes
07 Workflows,payment_workflow,07.022,What transition is allowed in workflow 'Payment Workflow'?,create_link:draft->link_created,workflow_transition,MVP,finance_staff/system,,payment_workflow,,restricted,Implement transition create_link:draft->link_created with permission and validation checks.,Test transition create_link:draft->link_created allowed/blocked correctly.,Yes
07 Workflows,payment_workflow,07.023,What transition is allowed in workflow 'Payment Workflow'?,provider_pending:link_created->pending,workflow_transition,MVP,finance_staff/system,,payment_workflow,,restricted,Implement transition provider_pending:link_created->pending with permission and validation checks.,Test transition provider_pending:link_created->pending allowed/blocked correctly.,Yes
07 Workflows,payment_workflow,07.024,What transition is allowed in workflow 'Payment Workflow'?,webhook_paid:pending->paid,workflow_transition,MVP,finance_staff/system,,payment_workflow,,restricted,Implement transition webhook_paid:pending->paid with permission and validation checks.,Test transition webhook_paid:pending->paid allowed/blocked correctly.,Yes
07 Workflows,payment_workflow,07.025,What transition is allowed in workflow 'Payment Workflow'?,manual_confirm:any->manually_confirmed,workflow_transition,MVP,finance_staff/system,,payment_workflow,,restricted,Implement transition manual_confirm:any->manually_confirmed with permission and validation checks.,Test transition manual_confirm:any->manually_confirmed allowed/blocked correctly.,Yes
07 Workflows,payment_workflow,07.026,What transition is allowed in workflow 'Payment Workflow'?,reverse:paid->reversed,workflow_transition,MVP,finance_staff/system,,payment_workflow,,restricted,Implement transition reverse:paid->reversed with permission and validation checks.,Test transition reverse:paid->reversed allowed/blocked correctly.,Yes
07 Workflows,payment_workflow,07.027,What transition is allowed in workflow 'Payment Workflow'?,reconcile:paid->reconciled,workflow_transition,MVP,finance_staff/system,,payment_workflow,,restricted,Implement transition reconcile:paid->reconciled with permission and validation checks.,Test transition reconcile:paid->reconciled allowed/blocked correctly.,Yes
07 Workflows,payment_workflow,07.028,What control rule applies to workflow 'Payment Workflow'?,Payment provider events require signature and idempotency.,workflow_control,MVP,finance_staff/system,,payment_workflow,,restricted,Enforce workflow control rule: Payment provider events require signature and idempotency.,Control rule negative test passes.,Yes
07 Workflows,exam_slot_booking,07.029,What starts workflow 'Exam Slot Booking'?,payment_paid,workflow,MVP,school_coordinator,,exam_slot_booking,payment_paid,internal,Define workflow exam_slot_booking start trigger.,Workflow start test creates correct initial status.,Yes
07 Workflows,exam_slot_booking,07.030,What statuses exist in workflow 'Exam Slot Booking'?,"open, selected, slot_confirmed, full, cancelled, changed",workflow_statuses,MVP,school_coordinator,,exam_slot_booking,,internal,Create status enum/list for exam_slot_booking.,Validate only allowed statuses can be set.,Yes
07 Workflows,exam_slot_booking,07.031,What is the success status for workflow 'Exam Slot Booking'?,slot_confirmed,workflow_success,MVP,school_coordinator,,exam_slot_booking,slot_confirmed,internal,Mark slot_confirmed as success/final where applicable for exam_slot_booking.,Happy path reaches success status.,Yes
07 Workflows,exam_slot_booking,07.032,What is the failure/exception status for workflow 'Exam Slot Booking'?,full/cancelled,workflow_failure,MVP,school_coordinator,,exam_slot_booking,full/cancelled,internal,Handle full/cancelled failure state for exam_slot_booking.,Negative path reaches failure/exception status.,Yes
07 Workflows,exam_slot_booking,07.033,What transition is allowed in workflow 'Exam Slot Booking'?,select_slot:open->selected,workflow_transition,MVP,school_coordinator,,exam_slot_booking,,restricted,Implement transition select_slot:open->selected with permission and validation checks.,Test transition select_slot:open->selected allowed/blocked correctly.,Yes
07 Workflows,exam_slot_booking,07.034,What transition is allowed in workflow 'Exam Slot Booking'?,confirm_capacity:selected->slot_confirmed,workflow_transition,MVP,school_coordinator,,exam_slot_booking,,restricted,Implement transition confirm_capacity:selected->slot_confirmed with permission and validation checks.,Test transition confirm_capacity:selected->slot_confirmed allowed/blocked correctly.,Yes
07 Workflows,exam_slot_booking,07.035,What transition is allowed in workflow 'Exam Slot Booking'?,capacity_full:open->full,workflow_transition,MVP,school_coordinator,,exam_slot_booking,,restricted,Implement transition capacity_full:open->full with permission and validation checks.,Test transition capacity_full:open->full allowed/blocked correctly.,Yes
07 Workflows,exam_slot_booking,07.036,What transition is allowed in workflow 'Exam Slot Booking'?,change_slot:slot_confirmed->changed,workflow_transition,MVP,school_coordinator,,exam_slot_booking,,restricted,Implement transition change_slot:slot_confirmed->changed with permission and validation checks.,Test transition change_slot:slot_confirmed->changed allowed/blocked correctly.,Yes
07 Workflows,exam_slot_booking,07.037,What control rule applies to workflow 'Exam Slot Booking'?,Payment paid or manually confirmed required before slot confirmation.,workflow_control,MVP,school_coordinator,,exam_slot_booking,,restricted,Enforce workflow control rule: Payment paid or manually confirmed required before slot confirmation.,Control rule negative test passes.,Yes
07 Workflows,exam_material_release,07.038,What starts workflow 'Exam Material Release'?,slot_confirmed,workflow,MVP,operations_staff/system,,exam_material_release,slot_confirmed,internal,Define workflow exam_material_release start trigger.,Workflow start test creates correct initial status.,Yes
07 Workflows,exam_material_release,07.039,What statuses exist in workflow 'Exam Material Release'?,"draft, approved, release_scheduled, released, expired, revoked",workflow_statuses,MVP,operations_staff/system,,exam_material_release,,internal,Create status enum/list for exam_material_release.,Validate only allowed statuses can be set.,Yes
07 Workflows,exam_material_release,07.040,What is the success status for workflow 'Exam Material Release'?,released,workflow_success,MVP,operations_staff/system,,exam_material_release,released,internal,Mark released as success/final where applicable for exam_material_release.,Happy path reaches success status.,Yes
07 Workflows,exam_material_release,07.041,What is the failure/exception status for workflow 'Exam Material Release'?,revoked/expired,workflow_failure,MVP,operations_staff/system,,exam_material_release,revoked/expired,internal,Handle revoked/expired failure state for exam_material_release.,Negative path reaches failure/exception status.,Yes
07 Workflows,exam_material_release,07.042,What transition is allowed in workflow 'Exam Material Release'?,approve_material:draft->approved,workflow_transition,MVP,operations_staff/system,,exam_material_release,,restricted,Implement transition approve_material:draft->approved with permission and validation checks.,Test transition approve_material:draft->approved allowed/blocked correctly.,Yes
07 Workflows,exam_material_release,07.043,What transition is allowed in workflow 'Exam Material Release'?,schedule_release:approved->release_scheduled,workflow_transition,MVP,operations_staff/system,,exam_material_release,,restricted,Implement transition schedule_release:approved->release_scheduled with permission and validation checks.,Test transition schedule_release:approved->release_scheduled allowed/blocked correctly.,Yes
07 Workflows,exam_material_release,07.044,What transition is allowed in workflow 'Exam Material Release'?,release_when_due:release_scheduled->released,workflow_transition,MVP,operations_staff/system,,exam_material_release,,restricted,Implement transition release_when_due:release_scheduled->released with permission and validation checks.,Test transition release_when_due:release_scheduled->released allowed/blocked correctly.,Yes
07 Workflows,exam_material_release,07.045,What transition is allowed in workflow 'Exam Material Release'?,revoke:any->revoked,workflow_transition,MVP,operations_staff/system,,exam_material_release,,restricted,Implement transition revoke:any->revoked with permission and validation checks.,Test transition revoke:any->revoked allowed/blocked correctly.,Yes
07 Workflows,exam_material_release,07.046,What control rule applies to workflow 'Exam Material Release'?,Payment and slot gates required; file downloads audited.,workflow_control,MVP,operations_staff/system,,exam_material_release,,restricted,Enforce workflow control rule: Payment and slot gates required; file downloads audited.,Control rule negative test passes.,Yes
07 Workflows,courier_workflow,07.047,What starts workflow 'Courier Workflow'?,exam_conducted,workflow,MVP,school_coordinator/operations_staff,,courier_workflow,exam_conducted,internal,Define workflow courier_workflow start trigger.,Workflow start test creates correct initial status.,Yes
07 Workflows,courier_workflow,07.048,What statuses exist in workflow 'Courier Workflow'?,"pending, dispatched, received, exception, closed",workflow_statuses,MVP,school_coordinator/operations_staff,,courier_workflow,,internal,Create status enum/list for courier_workflow.,Validate only allowed statuses can be set.,Yes
07 Workflows,courier_workflow,07.049,What is the success status for workflow 'Courier Workflow'?,closed,workflow_success,MVP,school_coordinator/operations_staff,,courier_workflow,closed,internal,Mark closed as success/final where applicable for courier_workflow.,Happy path reaches success status.,Yes
07 Workflows,courier_workflow,07.050,What is the failure/exception status for workflow 'Courier Workflow'?,exception,workflow_failure,MVP,school_coordinator/operations_staff,,courier_workflow,exception,internal,Handle exception failure state for courier_workflow.,Negative path reaches failure/exception status.,Yes
07 Workflows,courier_workflow,07.051,What transition is allowed in workflow 'Courier Workflow'?,submit_dispatch:pending->dispatched,workflow_transition,MVP,school_coordinator/operations_staff,,courier_workflow,,restricted,Implement transition submit_dispatch:pending->dispatched with permission and validation checks.,Test transition submit_dispatch:pending->dispatched allowed/blocked correctly.,Yes
07 Workflows,courier_workflow,07.052,What transition is allowed in workflow 'Courier Workflow'?,confirm_receipt:dispatched->received,workflow_transition,MVP,school_coordinator/operations_staff,,courier_workflow,,restricted,Implement transition confirm_receipt:dispatched->received with permission and validation checks.,Test transition confirm_receipt:dispatched->received allowed/blocked correctly.,Yes
07 Workflows,courier_workflow,07.053,What transition is allowed in workflow 'Courier Workflow'?,record_exception:dispatched/received->exception,workflow_transition,MVP,school_coordinator/operations_staff,,courier_workflow,,restricted,Implement transition record_exception:dispatched/received->exception with permission and validation checks.,Test transition record_exception:dispatched/received->exception allowed/blocked correctly.,Yes
07 Workflows,courier_workflow,07.054,What transition is allowed in workflow 'Courier Workflow'?,close_batch:received->closed,workflow_transition,MVP,school_coordinator/operations_staff,,courier_workflow,,restricted,Implement transition close_batch:received->closed with permission and validation checks.,Test transition close_batch:received->closed allowed/blocked correctly.,Yes
07 Workflows,courier_workflow,07.055,What control rule applies to workflow 'Courier Workflow'?,Dispatched and received counts must reconcile or create exception.,workflow_control,MVP,school_coordinator/operations_staff,,courier_workflow,,restricted,Enforce workflow control rule: Dispatched and received counts must reconcile or create exception.,Control rule negative test passes.,Yes
07 Workflows,evaluation_workflow,07.056,What starts workflow 'Evaluation Workflow'?,answer_sheets_received,workflow,MVP,evaluator,,evaluation_workflow,answer_sheets_received,internal,Define workflow evaluation_workflow start trigger.,Workflow start test creates correct initial status.,Yes
07 Workflows,evaluation_workflow,07.057,What statuses exist in workflow 'Evaluation Workflow'?,"awaiting_import, imported, exceptions_found, reviewed, approved, rejected",workflow_statuses,MVP,evaluator,,evaluation_workflow,,internal,Create status enum/list for evaluation_workflow.,Validate only allowed statuses can be set.,Yes
07 Workflows,evaluation_workflow,07.058,What is the success status for workflow 'Evaluation Workflow'?,approved,workflow_success,MVP,evaluator,,evaluation_workflow,approved,internal,Mark approved as success/final where applicable for evaluation_workflow.,Happy path reaches success status.,Yes
07 Workflows,evaluation_workflow,07.059,What is the failure/exception status for workflow 'Evaluation Workflow'?,rejected,workflow_failure,MVP,evaluator,,evaluation_workflow,rejected,internal,Handle rejected failure state for evaluation_workflow.,Negative path reaches failure/exception status.,Yes
07 Workflows,evaluation_workflow,07.060,What transition is allowed in workflow 'Evaluation Workflow'?,upload_omr:awaiting_import->imported,workflow_transition,MVP,evaluator,,evaluation_workflow,,restricted,Implement transition upload_omr:awaiting_import->imported with permission and validation checks.,Test transition upload_omr:awaiting_import->imported allowed/blocked correctly.,Yes
07 Workflows,evaluation_workflow,07.061,What transition is allowed in workflow 'Evaluation Workflow'?,validate_import:imported->reviewed/exceptions_found,workflow_transition,MVP,evaluator,,evaluation_workflow,,restricted,Implement transition validate_import:imported->reviewed/exceptions_found with permission and validation checks.,Test transition validate_import:imported->reviewed/exceptions_found allowed/blocked correctly.,Yes
07 Workflows,evaluation_workflow,07.062,What transition is allowed in workflow 'Evaluation Workflow'?,approve_import:reviewed->approved,workflow_transition,MVP,evaluator,,evaluation_workflow,,restricted,Implement transition approve_import:reviewed->approved with permission and validation checks.,Test transition approve_import:reviewed->approved allowed/blocked correctly.,Yes
07 Workflows,evaluation_workflow,07.063,What transition is allowed in workflow 'Evaluation Workflow'?,reject_import:any->rejected,workflow_transition,MVP,evaluator,,evaluation_workflow,,restricted,Implement transition reject_import:any->rejected with permission and validation checks.,Test transition reject_import:any->rejected allowed/blocked correctly.,Yes
07 Workflows,evaluation_workflow,07.064,What control rule applies to workflow 'Evaluation Workflow'?,Evaluator imports; results approver approves publication separately.,workflow_control,MVP,evaluator,,evaluation_workflow,,restricted,Enforce workflow control rule: Evaluator imports; results approver approves publication separately.,Control rule negative test passes.,Yes
07 Workflows,result_publication,07.065,What starts workflow 'Result Publication'?,evaluation_approved,workflow,MVP,results_approver,,result_publication,evaluation_approved,internal,Define workflow result_publication start trigger.,Workflow start test creates correct initial status.,Yes
07 Workflows,result_publication,07.066,What statuses exist in workflow 'Result Publication'?,"draft, under_review, approved, published, corrected, withheld",workflow_statuses,MVP,results_approver,,result_publication,,internal,Create status enum/list for result_publication.,Validate only allowed statuses can be set.,Yes
07 Workflows,result_publication,07.067,What is the success status for workflow 'Result Publication'?,published,workflow_success,MVP,results_approver,,result_publication,published,internal,Mark published as success/final where applicable for result_publication.,Happy path reaches success status.,Yes
07 Workflows,result_publication,07.068,What is the failure/exception status for workflow 'Result Publication'?,withheld,workflow_failure,MVP,results_approver,,result_publication,withheld,internal,Handle withheld failure state for result_publication.,Negative path reaches failure/exception status.,Yes
07 Workflows,result_publication,07.069,What transition is allowed in workflow 'Result Publication'?,review_results:draft->under_review,workflow_transition,MVP,results_approver,,result_publication,,restricted,Implement transition review_results:draft->under_review with permission and validation checks.,Test transition review_results:draft->under_review allowed/blocked correctly.,Yes
07 Workflows,result_publication,07.070,What transition is allowed in workflow 'Result Publication'?,approve:under_review->approved,workflow_transition,MVP,results_approver,,result_publication,,restricted,Implement transition approve:under_review->approved with permission and validation checks.,Test transition approve:under_review->approved allowed/blocked correctly.,Yes
07 Workflows,result_publication,07.071,What transition is allowed in workflow 'Result Publication'?,publish:approved->published,workflow_transition,MVP,results_approver,,result_publication,,restricted,Implement transition publish:approved->published with permission and validation checks.,Test transition publish:approved->published allowed/blocked correctly.,Yes
07 Workflows,result_publication,07.072,What transition is allowed in workflow 'Result Publication'?,correct:published->corrected,workflow_transition,MVP,results_approver,,result_publication,,restricted,Implement transition correct:published->corrected with permission and validation checks.,Test transition correct:published->corrected allowed/blocked correctly.,Yes
07 Workflows,result_publication,07.073,What transition is allowed in workflow 'Result Publication'?,withhold:any->withheld,workflow_transition,MVP,results_approver,,result_publication,,restricted,Implement transition withhold:any->withheld with permission and validation checks.,Test transition withhold:any->withheld allowed/blocked correctly.,Yes
07 Workflows,result_publication,07.074,What control rule applies to workflow 'Result Publication'?,No publish if payment reversed or unresolved evaluation exceptions exist.,workflow_control,MVP,results_approver,,result_publication,,restricted,Enforce workflow control rule: No publish if payment reversed or unresolved evaluation exceptions exist.,Control rule negative test passes.,Yes
07 Workflows,certificate_workflow,07.075,What starts workflow 'Certificate Workflow'?,results_published,workflow,MVP,results_approver/system,,certificate_workflow,results_published,internal,Define workflow certificate_workflow start trigger.,Workflow start test creates correct initial status.,Yes
07 Workflows,certificate_workflow,07.076,What statuses exist in workflow 'Certificate Workflow'?,"draft, generated, issued, revoked",workflow_statuses,MVP,results_approver/system,,certificate_workflow,,internal,Create status enum/list for certificate_workflow.,Validate only allowed statuses can be set.,Yes
07 Workflows,certificate_workflow,07.077,What is the success status for workflow 'Certificate Workflow'?,issued,workflow_success,MVP,results_approver/system,,certificate_workflow,issued,internal,Mark issued as success/final where applicable for certificate_workflow.,Happy path reaches success status.,Yes
07 Workflows,certificate_workflow,07.078,What is the failure/exception status for workflow 'Certificate Workflow'?,revoked,workflow_failure,MVP,results_approver/system,,certificate_workflow,revoked,internal,Handle revoked failure state for certificate_workflow.,Negative path reaches failure/exception status.,Yes
07 Workflows,certificate_workflow,07.079,What transition is allowed in workflow 'Certificate Workflow'?,generate:results_published->generated,workflow_transition,MVP,results_approver/system,,certificate_workflow,,restricted,Implement transition generate:results_published->generated with permission and validation checks.,Test transition generate:results_published->generated allowed/blocked correctly.,Yes
07 Workflows,certificate_workflow,07.080,What transition is allowed in workflow 'Certificate Workflow'?,issue:generated->issued,workflow_transition,MVP,results_approver/system,,certificate_workflow,,restricted,Implement transition issue:generated->issued with permission and validation checks.,Test transition issue:generated->issued allowed/blocked correctly.,Yes
07 Workflows,certificate_workflow,07.081,What transition is allowed in workflow 'Certificate Workflow'?,revoke:issued->revoked,workflow_transition,MVP,results_approver/system,,certificate_workflow,,restricted,Implement transition revoke:issued->revoked with permission and validation checks.,Test transition revoke:issued->revoked allowed/blocked correctly.,Yes
07 Workflows,certificate_workflow,07.082,What control rule applies to workflow 'Certificate Workflow'?,Certificate files private; verification code public-safe.,workflow_control,MVP,results_approver/system,,certificate_workflow,,restricted,Enforce workflow control rule: Certificate files private; verification code public-safe.,Control rule negative test passes.,Yes
07 Workflows,certificate_verification,07.083,What starts workflow 'Certificate Verification'?,verification_request,workflow,MVP,public,,certificate_verification,verification_request,internal,Define workflow certificate_verification start trigger.,Workflow start test creates correct initial status.,Yes
07 Workflows,certificate_verification,07.084,What statuses exist in workflow 'Certificate Verification'?,"valid, invalid, revoked, rate_limited",workflow_statuses,MVP,public,,certificate_verification,,internal,Create status enum/list for certificate_verification.,Validate only allowed statuses can be set.,Yes
07 Workflows,certificate_verification,07.085,What is the success status for workflow 'Certificate Verification'?,valid,workflow_success,MVP,public,,certificate_verification,valid,internal,Mark valid as success/final where applicable for certificate_verification.,Happy path reaches success status.,Yes
07 Workflows,certificate_verification,07.086,What is the failure/exception status for workflow 'Certificate Verification'?,invalid/revoked/rate_limited,workflow_failure,MVP,public,,certificate_verification,invalid/revoked/rate_limited,internal,Handle invalid/revoked/rate_limited failure state for certificate_verification.,Negative path reaches failure/exception status.,Yes
07 Workflows,certificate_verification,07.087,What transition is allowed in workflow 'Certificate Verification'?,verify_code:request->valid/invalid/revoked,workflow_transition,MVP,public,,certificate_verification,,restricted,Implement transition verify_code:request->valid/invalid/revoked with permission and validation checks.,Test transition verify_code:request->valid/invalid/revoked allowed/blocked correctly.,Yes
07 Workflows,certificate_verification,07.088,What transition is allowed in workflow 'Certificate Verification'?,rate_limit:request->rate_limited,workflow_transition,MVP,public,,certificate_verification,,restricted,Implement transition rate_limit:request->rate_limited with permission and validation checks.,Test transition rate_limit:request->rate_limited allowed/blocked correctly.,Yes
07 Workflows,certificate_verification,07.089,What control rule applies to workflow 'Certificate Verification'?,Public response limited to approved fields only.,workflow_control,MVP,public,,certificate_verification,,restricted,Enforce workflow control rule: Public response limited to approved fields only.,Control rule negative test passes.,Yes
08 Messages and API Actions,AUTH_LOGIN,08.001,What API action 'AUTH_LOGIN' does? ,Login user and establish secure session.,api_action,MVP,"school_coordinator,staff",,authentication,,sensitive,"Create POST /api/auth/login server route/action. Request: email,password. Response: session,user_role,school_scope.",API test validates AUTH_SUCCESS and AUTH_FAILED paths.,Yes
08 Messages and API Actions,AUTH_LOGIN,08.002,What success/failure codes apply to 'AUTH_LOGIN'?,success=AUTH_SUCCESS; failure=AUTH_FAILED,response_code,MVP,"school_coordinator,staff",,authentication,AUTH_SUCCESS,internal,Use standard response codes for AUTH_LOGIN.,Assert API returns documented response codes.,Yes
08 Messages and API Actions,AUTH_LOGIN,08.003,Is idempotency/audit required for 'AUTH_LOGIN'?,"idempotency_required=yes; audit_required=yes for mutating actions, downloads, payments and publication",api_control,MVP,"school_coordinator,staff",,authentication,,restricted,Implement trace_id and audit logging for AUTH_LOGIN; idempotency if required.,Duplicate request test and audit event test pass where applicable.,Yes
08 Messages and API Actions,AUTH_LOGOUT,08.004,What API action 'AUTH_LOGOUT' does? ,Clear secure session.,api_action,MVP,authenticated_user,,authentication,,sensitive,Create POST /api/auth/logout server route/action. Request: session. Response: logout_success.,API test validates LOGOUT_SUCCESS and LOGOUT_FAILED paths.,Yes
08 Messages and API Actions,AUTH_LOGOUT,08.005,What success/failure codes apply to 'AUTH_LOGOUT'?,success=LOGOUT_SUCCESS; failure=LOGOUT_FAILED,response_code,MVP,authenticated_user,,authentication,LOGOUT_SUCCESS,internal,Use standard response codes for AUTH_LOGOUT.,Assert API returns documented response codes.,Yes
08 Messages and API Actions,AUTH_LOGOUT,08.006,Is idempotency/audit required for 'AUTH_LOGOUT'?,"idempotency_required=yes; audit_required=yes for mutating actions, downloads, payments and publication",api_control,MVP,authenticated_user,,authentication,,restricted,Implement trace_id and audit logging for AUTH_LOGOUT; idempotency if required.,Duplicate request test and audit event test pass where applicable.,Yes
08 Messages and API Actions,SCHOOL_REGISTER,08.007,What API action 'SCHOOL_REGISTER' does? ,Create school registration and participation.,api_action,MVP,school_coordinator/public_invite,,school_onboarding,,sensitive,"Create POST /api/schools/register server route/action. Request: school registration payload. Response: school_id,participation_id,status.",API test validates REGISTRATION_RECEIVED and VALIDATION_FAILED paths.,Yes
08 Messages and API Actions,SCHOOL_REGISTER,08.008,What success/failure codes apply to 'SCHOOL_REGISTER'?,success=REGISTRATION_RECEIVED; failure=VALIDATION_FAILED,response_code,MVP,school_coordinator/public_invite,,school_onboarding,REGISTRATION_RECEIVED,internal,Use standard response codes for SCHOOL_REGISTER.,Assert API returns documented response codes.,Yes
08 Messages and API Actions,SCHOOL_REGISTER,08.009,Is idempotency/audit required for 'SCHOOL_REGISTER'?,"idempotency_required=yes; audit_required=yes for mutating actions, downloads, payments and publication",api_control,MVP,school_coordinator/public_invite,,school_onboarding,,restricted,Implement trace_id and audit logging for SCHOOL_REGISTER; idempotency if required.,Duplicate request test and audit event test pass where applicable.,Yes
08 Messages and API Actions,SCHOOL_APPROVE,08.010,What API action 'SCHOOL_APPROVE' does? ,Approve school and invite coordinator.,api_action,MVP,operations_staff,,school_onboarding,,restricted,"Create POST /api/admin/schools/{id}/approve server route/action. Request: school_id,approval_notes. Response: approved status, user invite.",API test validates APPROVED and UNAUTHORIZED_OR_INVALID_STATUS paths.,Yes
08 Messages and API Actions,SCHOOL_APPROVE,08.011,What success/failure codes apply to 'SCHOOL_APPROVE'?,success=APPROVED; failure=UNAUTHORIZED_OR_INVALID_STATUS,response_code,MVP,operations_staff,,school_onboarding,APPROVED,internal,Use standard response codes for SCHOOL_APPROVE.,Assert API returns documented response codes.,Yes
08 Messages and API Actions,SCHOOL_APPROVE,08.012,Is idempotency/audit required for 'SCHOOL_APPROVE'?,"idempotency_required=yes; audit_required=yes for mutating actions, downloads, payments and publication",api_control,MVP,operations_staff,,school_onboarding,,restricted,Implement trace_id and audit logging for SCHOOL_APPROVE; idempotency if required.,Duplicate request test and audit event test pass where applicable.,Yes
08 Messages and API Actions,STUDENT_TEMPLATE,08.013,What API action 'STUDENT_TEMPLATE' does? ,Download student upload template.,api_action,MVP,school_coordinator,,student_registration,,sensitive,Create GET /api/students/template server route/action. Request: participation_id. Response: csv/xlsx template.,API test validates TEMPLATE_READY and NOT_ELIGIBLE paths.,Yes
08 Messages and API Actions,STUDENT_TEMPLATE,08.014,What success/failure codes apply to 'STUDENT_TEMPLATE'?,success=TEMPLATE_READY; failure=NOT_ELIGIBLE,response_code,MVP,school_coordinator,,student_registration,TEMPLATE_READY,internal,Use standard response codes for STUDENT_TEMPLATE.,Assert API returns documented response codes.,Yes
08 Messages and API Actions,STUDENT_TEMPLATE,08.015,Is idempotency/audit required for 'STUDENT_TEMPLATE'?,"idempotency_required=no; audit_required=yes for mutating actions, downloads, payments and publication",api_control,MVP,school_coordinator,,student_registration,,restricted,Implement trace_id and audit logging for STUDENT_TEMPLATE; idempotency if required.,Duplicate request test and audit event test pass where applicable.,Yes
08 Messages and API Actions,STUDENT_UPLOAD,08.016,What API action 'STUDENT_UPLOAD' does? ,Upload and parse students file.,api_action,MVP,school_coordinator,,student_registration,,sensitive,"Create POST /api/students/upload server route/action. Request: file,participation_id. Response: upload_id,validation_summary.",API test validates UPLOAD_ACCEPTED and UPLOAD_REJECTED paths.,Yes
08 Messages and API Actions,STUDENT_UPLOAD,08.017,What success/failure codes apply to 'STUDENT_UPLOAD'?,success=UPLOAD_ACCEPTED; failure=UPLOAD_REJECTED,response_code,MVP,school_coordinator,,student_registration,UPLOAD_ACCEPTED,internal,Use standard response codes for STUDENT_UPLOAD.,Assert API returns documented response codes.,Yes
08 Messages and API Actions,STUDENT_UPLOAD,08.018,Is idempotency/audit required for 'STUDENT_UPLOAD'?,"idempotency_required=yes; audit_required=yes for mutating actions, downloads, payments and publication",api_control,MVP,school_coordinator,,student_registration,,restricted,Implement trace_id and audit logging for STUDENT_UPLOAD; idempotency if required.,Duplicate request test and audit event test pass where applicable.,Yes
08 Messages and API Actions,STUDENT_VALIDATE,08.019,What API action 'STUDENT_VALIDATE' does? ,Validate student rows.,api_action,MVP,school_coordinator/system,,student_registration,,sensitive,"Create POST /api/students/validate server route/action. Request: upload_id. Response: valid_count,error_count,error_report.",API test validates VALIDATION_PASSED and VALIDATION_FAILED paths.,Yes
08 Messages and API Actions,STUDENT_VALIDATE,08.020,What success/failure codes apply to 'STUDENT_VALIDATE'?,success=VALIDATION_PASSED; failure=VALIDATION_FAILED,response_code,MVP,school_coordinator/system,,student_registration,VALIDATION_PASSED,internal,Use standard response codes for STUDENT_VALIDATE.,Assert API returns documented response codes.,Yes
08 Messages and API Actions,STUDENT_VALIDATE,08.021,Is idempotency/audit required for 'STUDENT_VALIDATE'?,"idempotency_required=yes; audit_required=yes for mutating actions, downloads, payments and publication",api_control,MVP,school_coordinator/system,,student_registration,,restricted,Implement trace_id and audit logging for STUDENT_VALIDATE; idempotency if required.,Duplicate request test and audit event test pass where applicable.,Yes
08 Messages and API Actions,COUNT_FINALISE,08.022,What API action 'COUNT_FINALISE' does? ,Lock count and calculate fees.,api_action,MVP,school_coordinator,,student_registration,,sensitive,"Create POST /api/participations/{id}/finalise server route/action. Request: confirmation. Response: locked_count,amounts,status.",API test validates COUNT_FINALISED and COUNT_FINALISE_FAILED paths.,Yes
08 Messages and API Actions,COUNT_FINALISE,08.023,What success/failure codes apply to 'COUNT_FINALISE'?,success=COUNT_FINALISED; failure=COUNT_FINALISE_FAILED,response_code,MVP,school_coordinator,,student_registration,COUNT_FINALISED,internal,Use standard response codes for COUNT_FINALISE.,Assert API returns documented response codes.,Yes
08 Messages and API Actions,COUNT_FINALISE,08.024,Is idempotency/audit required for 'COUNT_FINALISE'?,"idempotency_required=yes; audit_required=yes for mutating actions, downloads, payments and publication",api_control,MVP,school_coordinator,,student_registration,,restricted,Implement trace_id and audit logging for COUNT_FINALISE; idempotency if required.,Duplicate request test and audit event test pass where applicable.,Yes
